Handle,Title,Description(HTML),Description(text),OriginalPrice,DiscountedPrice,ProductURL,Image Src,Image Position
ORIENT東方运动 潜水機械手錶男士RN-AA0008B,ORIENT東方运动 潜水機械手錶男士RN-AA0008B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格<br/></p>
<div>錶帶材質：橡膠，不銹鋼，聚氨酯，矽樹脂<br/>
</div>
<div>凸耳寬度：22毫米<br/>
</div>
<div>風格：休閒，運動，潛水員<br/>
</div>
<div>錶盤顏色：黑色<br/>
</div>
<div>珠寶數量：22珠寶<br/>
</div>
<div>手錶形狀：圓形<br/>
</div>
<div>慣用右手<br/>
</div>
<div>顯示：模擬和數字，模擬，數字<br/>
</div>
<div>錶殼材料：橡膠，不銹鋼<br/>
</div>
<div>機芯：機械（自動）<br/>
</div>
<div>功能：動力儲存指示器，日期/日期，日期指示器，自動上弦，旋緊表冠，夜光指針，日期指示器，礦物晶體，防水，旋轉表圈，耐磁，12小時刻度盤<br/>
</div>
<div>錶帶顏色：黑色<br/>
</div>
<div>樂隊類型：兩件式錶帶<br/>
</div>
<div>錶殼的大小：50毫米<br/>
</div>
<div>類型：手錶<br/>
</div>
<div>錶盤樣式：非數字時標<br/>
</div>
<div>閉合：搭扣<br/>
</div>
<div>底蓋：螺絲釘<br/>
</div>
<div>帶寬：22毫米<br/>
</div>
<div>耐水性：200 m（20 ATM）<br/>
</div>
<div>錶殼顏色：紅色，銀色<br/>
</div>
</div>",產品規格錶帶材質：橡膠，不銹鋼，聚氨酯，矽樹脂凸耳寬度：22毫米風格：休閒，運動，潛水員錶盤顏色：黑色珠寶數量：22珠寶手錶形狀：圓形慣用右手顯示：模擬和數字，模擬，數字錶殼材料：橡膠，不銹鋼機芯：機械（自動）功能：動力儲存指示器，日期/日期，日期指示器，自動上弦，旋緊表冠，夜光指針，日期指示器，礦物晶體，防水，旋轉表圈，耐磁，12小時刻度盤錶帶顏色：黑色樂隊類型：兩件式錶帶錶殼的大小：50毫米類型：手錶錶盤樣式：非數字時標閉合：搭扣底蓋：螺絲釘帶寬：22毫米耐水性：200 m（20 ATM）錶殼顏色：紅色，銀色,"HK$2,640.00","HK$1,980.00",https://www.citiwide-online.com/products/5feac35e7fd83700011b962b,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3616a53f00001430c32/2000x.jpg,1
ORIENT東方运动 潜水機械手錶男士RN-AA0008B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3636a53f00001430c36/2000x.jpg,2
ORIENT東方运动 潜水機械手錶男士RN-AA0008B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3666a53f00001430c3b/2000x.jpg,3
ORIENT東方运动 潜水機械手錶男士RN-AA0008B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3686a53f00001430c45/2000x.jpg,4
ORIENT東方 Classic Music RN-AG0018N機械手錶男士,ORIENT東方 Classic Music RN-AG0018N機械手錶男士,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格<br/></p>
<div>錶帶材質：不銹鋼，金屬<br/>
</div>
<div>風格：骨架，經典<br/>
</div>
<div>錶盤顏色：灰色<br/>
</div>
<div>手錶形狀：圓形<br/>
</div>
<div>顯示：模擬<br/>
</div>
<div>錶殼材料：銀色，不銹鋼<br/>
</div>
<div>機芯：機械（自動）<br/>
</div>
<div>特點：自動上鍊，12小時撥號盤<br/>
</div>
<div>錶帶顏色：銀色<br/>
</div>
<div>樂隊類型：手鍊<br/>
</div>
<div>錶殼的大小：46.5毫米<br/>
</div>
<div>類型：手錶<br/>
</div>
<div>帶寬：20毫米<br/>
</div>
<div>錶殼顏色：銀色<br/>
</div>
<div>主題：音樂<br/>
</div>
</div>",產品規格錶帶材質：不銹鋼，金屬風格：骨架，經典錶盤顏色：灰色手錶形狀：圓形顯示：模擬錶殼材料：銀色，不銹鋼機芯：機械（自動）特點：自動上鍊，12小時撥號盤錶帶顏色：銀色樂隊類型：手鍊錶殼的大小：46.5毫米類型：手錶帶寬：20毫米錶殼顏色：銀色主題：音樂,"HK$2,970.00","HK$2,230.00",https://www.citiwide-online.com/products/5feac35e7fd83700011b962d,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3600bc9b50001303b10/2000x.jpg,1
ORIENT東方 Classic Music RN-AG0018N機械手錶男士,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3620bc9b50001303b13/2000x.jpg,2
ORIENT東方 Classic Music RN-AG0018N機械手錶男士,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3630bc9b50001303b15/2000x.jpg,3
ORIENT東方 Classic Music RN-AG0018N機械手錶男士,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3650bc9b50001303b19/2000x.jpg,4
Orient Sport 系列自動機械手錶 RN-AC0L01B,Orient Sport 系列自動機械手錶 RN-AC0L01B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格</p>
<div>品牌：東方<br/>
</div>
<div>系列：體育<br/>
</div>
<div>型號：RN-AC0L01B <br/>
</div>
<div>發行日期：2020年10月8日<br/>
</div>
<div>機芯：機械自動<br/>
</div>
<div>機芯號：F6727 <br/>
</div>
<div>錶殼材質：不銹鋼<br/>
</div>
<div>玻璃材質：藍寶石玻璃（增透膜）<br/>
</div>
<div>錶帶材質：不銹鋼<br/>
</div>
<div>帶寬：20毫米<br/>
</div>
<div>尺寸：52mm x 47.3mm x 13.2mm H xW x T <br/>
</div>
<div>重量：206克<br/>
</div>
<div><br/></div>
<div>產品功能<br/>
</div>
<div>200m空中潛水防水<br/>
</div>
<div>平均每日差異+25秒到-15秒<br/>
</div>
<div>行駛時間：約40小時或更長時間<br/>
</div>
<div>日期顯示<br/>
</div>
<div>二手止動裝置<br/>
</div>
<div>防逆轉擋板<br/>
</div>
<div>擰回<br/>
</div>
<div>夜光（針/索引）<br/>
</div>
<div>日本製造<br/>
</div>
</div>",產品規格品牌：東方系列：體育型號：RN-AC0L01B發行日期：2020年10月8日機芯：機械自動機芯號：F6727錶殼材質：不銹鋼玻璃材質：藍寶石玻璃（增透膜）錶帶材質：不銹鋼帶寬：20毫米尺寸：52mm x 47.3mm x 13.2mm H xW x T重量：206克產品功能200m空中潛水防水平均每日差異+25秒到-15秒行駛時間：約40小時或更長時間日期顯示二手止動裝置防逆轉擋板擰回夜光（針/索引）日本製造,"HK$6,798.00","HK$3,850.00",https://www.citiwide-online.com/products/5fd9d181b6227e0001a4e89a,https://shoplineimg.com/5d02035403a5360001dbbef8/5fd9d1830ebde200018c3f43/2000x.jpg,1
Orient Sport 系列自動機械手錶 RN-AC0L01B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fd9d1840ebde200018c3f45/2000x.jpg,2
Orient Sport 系列自動機械手錶 RN-AC0L01B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fd9d1850ebde200018c3f4e/2000x.jpg,3
Orient Sport 系列自動機械手錶 RN-AC0L01B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fd9d1860ebde200018c3f53/2000x.jpg,4
東方雙獅 Orient WV0231EV 自動機械錶,東方雙獅 Orient WV0231EV 自動機械錶,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<div>詳細介紹</div>
<div>顏色 白、白(表盤彩色)</div>
<div>銀色、銀(皮帶彩色)</div>
<div>材料 不銹鋼(情况材料)</div>
<div>不銹鋼(皮帶材料)/金屬(皮帶型)</div>
<div>式樣 模擬(表示方式)</div>
<div>機械式(自動卷)(驅動方式)</div>
<div>防水性5氣壓(50m)(防水性)</div>
<div>三個去推(留)</div>
<div>藍寶石水晶(防風物)</div>
<div>日曆(日期、星期)(功能2)</div>
<div>尺寸 情况尺寸：47x40x11mm(縱向x旁邊x厚)</div>
<div>重量：約127g</div>
<div>皮帶寬度：20mm</div>
</div>",詳細介紹顏色 白、白(表盤彩色)銀色、銀(皮帶彩色)材料 不銹鋼(情况材料)不銹鋼(皮帶材料)/金屬(皮帶型)式樣 模擬(表示方式)機械式(自動卷)(驅動方式)防水性5氣壓(50m)(防水性)三個去推(留)藍寶石水晶(防風物)日曆(日期、星期)(功能2)尺寸 情况尺寸：47x40x11mm(縱向x旁邊x厚)重量：約127g皮帶寬度：20mm,"HK$2,199.00","HK$1,290.00",https://www.citiwide-online.com/products/5fe2baea691f200026497704,https://shoplineimg.com/5d02035403a5360001dbbef8/5fe2b9fea47812001160bc28/2000x.jpg,1
東方雙獅 Orient WV0231EV 自動機械錶,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fe2b9ffacf8d300299aa7c0/2000x.jpg,2
東方雙獅 Orient WV0231EV 自動機械錶,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fe2b9fe8c02c950dd4bb5b1/2000x.jpg,3
東方雙獅 Orient WV0231EV 自動機械錶,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5fe2b9ff8fa40c001a93d652/2000x.jpg,4
東方之星 - Orient Star Mechanical Sports 系列 鏤空錶 RK-AV0A02S,東方之星 - Orient Star Mechanical Sports 系列 鏤空錶 RK-AV0A02S,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>詳細介紹<br/></p>
<div>商品描述<br/>
</div>
<div>機芯：日本機械機芯F6F44<br/>
</div>
<div><br/></div>
<div>錶殼尺寸：直徑 43.2mm<br/>
</div>
<div>動力儲存：50小時<br/>
</div>
<div>鏡面材質：藍寶石抗磨損鏡面<br/>
</div>
<div>錶殼材質：精鋼材質<br/>
</div>
<div>錶帶材質：精鋼材質<br/>
</div>
<div>防水：10 ATM<br/>
</div>
<div>驅動：自動/手動上鏈<br/>
</div>
<div>配件：附原廠錶盒，原廠保證書<br/>
</div>
</div>",詳細介紹商品描述機芯：日本機械機芯F6F44錶殼尺寸：直徑 43.2mm動力儲存：50小時鏡面材質：藍寶石抗磨損鏡面錶殼材質：精鋼材質錶帶材質：精鋼材質防水：10 ATM驅動：自動/手動上鏈配件：附原廠錶盒，原廠保證書,"HK$8,430.00","HK$6,150.00",https://www.citiwide-online.com/products/605c06c94c8ec40001b14113,https://shoplineimg.com/5d02035403a5360001dbbef8/605c06cbc8a5430001a489c2/2000x.jpg,1
東方之星 - Orient Star Mechanical Sports 系列 鏤空錶 RK-AV0A02S,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/605c06ccc8a5430001a489c3/2000x.jpg,2
東方之星 - Orient Star Mechanical Sports 系列 鏤空錶 RK-AV0A02S,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/605c06cec8a5430001a489c4/2000x.jpg,3
東方之星 - Orient Star Mechanical Sports 系列 鏤空錶 RK-AV0A02S,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/605c06cfc8a5430001a489c5/2000x.jpg,4
ORIENT STAR 東方之星 DIVERS 200M系列 機械錶男士 RK-AU0306L,ORIENT STAR 東方之星 DIVERS 200M系列 機械錶男士 RK-AU0306L,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格<br/></p>
<div>品牌：東方<br/>
</div>
<div>系列：星<br/>
</div>
<div>型號：RK-AU0306L <br/>
</div>
<div>機芯：機械自動<br/>
</div>
<div>機芯編號：F6N47 <br/>
</div>
<div>錶殼材質：不銹鋼<br/>
</div>
<div>玻璃材料（桌子）：藍寶石玻璃（AR塗層）<br/>
</div>
<div>帶寬22毫米<br/>
</div>
<div>重量：205克<br/>
</div>
<div>產品功能<br/>
</div>
<div>200m空氣潛水防水（符合ISO標準）<br/>
</div>
<div>行駛時間：最長上鍊約50小時<br/>
</div>
<div>日期顯示<br/>
</div>
<div>二手止動裝置<br/>
</div>
<div>動力儲存指示器<br/>
</div>
<div>夜光（針/索引）<br/>
</div>
<div>擰回<br/>
</div>
<div>旋入式表冠<br/>
</div>
<div>防逆轉擋板<br/>
</div>
<div>防磁<br/>
</div>
<div>22寶石<br/>
</div>
<div>日本製造<br/>
</div>
</div>",產品規格品牌：東方系列：星型號：RK-AU0306L機芯：機械自動機芯編號：F6N47錶殼材質：不銹鋼玻璃材料（桌子）：藍寶石玻璃（AR塗層）帶寬22毫米重量：205克產品功能200m空氣潛水防水（符合ISO標準）行駛時間：最長上鍊約50小時日期顯示二手止動裝置動力儲存指示器夜光（針/索引）擰回旋入式表冠防逆轉擋板防磁22寶石日本製造,"HK$6,850.00","HK$5,140.00",https://www.citiwide-online.com/products/5feac35e7fd83700011b9620,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac361ebde790001385431/2000x.jpg,1
ORIENT STAR 東方之星 DIVERS 200M系列 機械錶男士 RK-AU0306L,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac362ebde790001385435/2000x.jpg,2
ORIENT STAR 東方之星 DIVERS 200M系列 機械錶男士 RK-AU0306L,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac364ebde79000138543a/2000x.jpg,3
ORIENT東方之星Contemporary Slim 镂空 男士機械手錶RK-HJ0003B,ORIENT東方之星Contemporary Slim 镂空 男士機械手錶RK-HJ0003B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格<br/></p>
<div>品牌：東方<br/>
</div>
<div>系列：東方之星<br/>
</div>
<div>錶帶材質：不銹鋼<br/>
</div>
<div>風格：骨架，休閒<br/>
</div>
<div>錶盤顏色：黑色<br/>
</div>
<div>珠寶數量：24珠寶<br/>
</div>
<div>手錶形狀：圓形<br/>
</div>
<div>顯示：模擬<br/>
</div>
<div>錶殼材質：不銹鋼，藍寶石，水晶<br/>
</div>
<div>機芯：機械（自動）<br/>
</div>
<div>功能：自動上弦，動力儲備指示器，藍寶石水晶，12小時刻度盤<br/>
</div>
<div>錶帶顏色：銀色<br/>
</div>
<div>樂隊類型：手鍊<br/>
</div>
<div>錶殼的大小：49毫米<br/>
</div>
<div>類型：手錶<br/>
</div>
<div>耐水性：50 m（5 ATM）<br/>
</div>
<div>錶殼顏色：黑色，銀色<br/>
</div>
</div>",產品規格品牌：東方系列：東方之星錶帶材質：不銹鋼風格：骨架，休閒錶盤顏色：黑色珠寶數量：24珠寶手錶形狀：圓形顯示：模擬錶殼材質：不銹鋼，藍寶石，水晶機芯：機械（自動）功能：自動上弦，動力儲備指示器，藍寶石水晶，12小時刻度盤錶帶顏色：銀色樂隊類型：手鍊錶殼的大小：49毫米類型：手錶耐水性：50 m（5 ATM）錶殼顏色：黑色，銀色,"HK$12,790.00","HK$7,670.00",https://www.citiwide-online.com/products/5feac35e7fd83700011b9629,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3616a53f00001430c33/2000x.jpg,1
ORIENT東方之星Contemporary Slim 镂空 男士機械手錶RK-HJ0003B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3646a53f00001430c38/2000x.jpg,2
ORIENT東方之星Contemporary Slim 镂空 男士機械手錶RK-HJ0003B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3676a53f00001430c3d/2000x.jpg,3
東方之星Avant-Garde Skeleton自動機械錶 RK-AV0A01B,東方之星Avant-Garde Skeleton自動機械錶 RK-AV0A01B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格<br/></p>
<div>品牌：東方之星<br/>
</div>
<div>耐水性：100 m（10 ATM）<br/>
</div>
<div>機芯：機械（自動）<br/>
</div>
<div>型號：RK-AV0A01B <br/>
</div>
<div>錶帶材質：不銹鋼<br/>
</div>
<div>風格：骨架，運動<br/>
</div>
<div>錶盤顏色：黑色<br/>
</div>
<div>錶殼顏色：銀色<br/>
</div>
<div>錶帶顏色：銀色<br/>
</div>
<div>錶殼材料：不銹鋼<br/>
</div>
<div>顯示：模擬<br/>
</div>
<div>錶盤樣式：12小時錶盤<br/>
</div>
<div><br/></div>
<div>驅動系統：機械<br/>
</div>
<div>口徑：F6F44 <br/>
</div>
<div>精度：時差+ 25秒〜-15秒<br/>
</div>
<div>行駛時間：50小時以上<br/>
</div>
<div>錶殼材料：不銹鋼<br/>
</div>
<div>玻璃材料（表）：藍寶石水晶（AR塗層）<br/>
</div>
<div>玻璃材料（背面）：無機玻璃<br/>
</div>
<div>發光燈：是<br/>
</div>
<div>帶寬：21mm <br/>
</div>
<div>扣：推三折<br/>
</div>
<div>重量：172克<br/>
</div>
<div>垂直直徑：49.2毫米<br/>
</div>
<div>橫向直徑：43.2mm <br/>
</div>
<div>厚度：13.7毫米<br/>
</div>
<div>其他功能：自動上弦（帶手動上弦），帶有秒針停止裝置，透明後蓋，24顆寶石，螺釘式表冠<br/>
</div>
</div>",產品規格品牌：東方之星耐水性：100 m（10 ATM）機芯：機械（自動）型號：RK-AV0A01B錶帶材質：不銹鋼風格：骨架，運動錶盤顏色：黑色錶殼顏色：銀色錶帶顏色：銀色錶殼材料：不銹鋼顯示：模擬錶盤樣式：12小時錶盤驅動系統：機械口徑：F6F44精度：時差+ 25秒〜-15秒行駛時間：50小時以上錶殼材料：不銹鋼玻璃材料（表）：藍寶石水晶（AR塗層）玻璃材料（背面）：無機玻璃發光燈：是帶寬：21mm扣：推三折重量：172克垂直直徑：49.2毫米橫向直徑：43.2mm厚度：13.7毫米其他功能：自動上弦（帶手動上弦），帶有秒針停止裝置，透明後蓋，24顆寶石，螺釘式表冠,"HK$9,075.00","HK$6,350.00",https://www.citiwide-online.com/products/6041f42e97a38400012e503b,https://shoplineimg.com/5d02035403a5360001dbbef8/6041f432cef57800019648df/2000x.jpg,1
東方之星Avant-Garde Skeleton自動機械錶 RK-AV0A01B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/6041f436cef57800019648f0/2000x.jpg,2
東方之星Avant-Garde Skeleton自動機械錶 RK-AV0A01B,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/6041f437cef57800019648f1/2000x.jpg,3
ORIENT STAR 東方之星 DIVERS 200M系列 機械錶男士 RK-AU0309B,ORIENT STAR 東方之星 DIVERS 200M系列 機械錶男士 RK-AU0309B,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格<br/></p>
<div>品牌：東方<br/>
</div>
<div>系列：星<br/>
</div>
<div>型號：RK-AU0309B <br/>
</div>
<div>機芯：機械自動<br/>
</div>
<div>機芯編號：F6N47 <br/>
</div>
<div>驅動時間：最大繞線約50小時<br/>
</div>
<div>錶殼材質：不銹鋼<br/>
</div>
<div>玻璃材質：藍寶石玻璃（增透膜）<br/>
</div>
<div>帶寬22毫米<br/>
</div>
<div>重量：205克<br/>
</div>
<div>產品功能<br/>
</div>
<div>200m空氣潛水防水（符合ISO標準）<br/>
</div>
<div>日期顯示<br/>
</div>
<div>二手止動裝置<br/>
</div>
<div>動力儲存指示器<br/>
</div>
<div>夜光（針/索引）<br/>
</div>
<div>擰回<br/>
</div>
<div>旋入式表冠<br/>
</div>
<div>防逆轉擋板<br/>
</div>
<div>防磁<br/>
</div>
<div>22寶石<br/>
</div>
<div>日本製造<br/>
</div>
</div>",產品規格品牌：東方系列：星型號：RK-AU0309B機芯：機械自動機芯編號：F6N47驅動時間：最大繞線約50小時錶殼材質：不銹鋼玻璃材質：藍寶石玻璃（增透膜）帶寬22毫米重量：205克產品功能200m空氣潛水防水（符合ISO標準）日期顯示二手止動裝置動力儲存指示器夜光（針/索引）擰回旋入式表冠防逆轉擋板防磁22寶石日本製造,"HK$6,850.00","HK$5,140.00",https://www.citiwide-online.com/products/5feac35e7fd83700011b9621,https://shoplineimg.com/5d02035403a5360001dbbef8/5feac3613b05b800019dd452/2000x.jpg,1
